Data,Hora,Ano,Mês,Site,Manchete,Polaridade
03/03/2014,17h:33,2014,março,Gazeta Digital,Servidores da Politec pedem solução para prédio,0
04/03/2014,08h:06,2014,março,Folhamax,Servidores da Politec pedem solução para prédio,0
09/03/2014,14:15:00,2014,março,Reporter MT,Laudo que aponta se arma de PM matou funcionária deve sair nesta semana,2
10/03/2014,23h:11,2014,março,Folhamax,Perícia definirá origem de tiros em mortes de atendente e PM,2
11/03/2014,17:51:00,2014,março,Reporter MT,"Incêndio no prédio do Tribunal de Justiça de MT não foi criminoso, aponta laudo da Politec",2
12/03/2014,18h:43,2014,março,Gazeta Digital,"Incêndio no arquivo do TJ foi causado por curto-circuito, aponta Politec",2
12/03/2014,18h:57,2014,março,Folhamax,Perícia aponta que curto circuito causou incêndio em galpão do TJ,2
16/03/2014,12:05:00,2014,março,Reporter MT,Laudo de balística das armas da tragédia deve ser concluído na próxima terça pela Politec,2
18/03/2014,09:00:00,2014,março,Reporter MT,Politec divulga nesta terça (18) laudo balístico das armas da tragédia,2
18/03/2014,15:00:00,2014,março,Reporter MT,"Laudo que aponta arma que matou Karina e PM está pronto, mas Polícia não divulga resultado",2
21/03/2014,16:16:00,2014,março,Só Notícias,Sistema será atualizado e emissão de RG suspensa em MT,0
21/03/2014,16h:44,2014,março,Folhamax,Politec moderniza Sistema de Identificação Civil,2
22/03/2014,17:18:00,2014,março,Reporter MT,"Mesmo imagens mostrando tiroteio, Politec não encontra projétil disparado por assaltante",0
23/03/2014,21:45:00,2014,março,Reporter MT,"Mesmo com imagens e laudo de balística, Polícia não sabe quem atirou primeiro em assalto trágico",0
28/03/2014,15:23:00,2014,março,Só Notícias,Governo de MT nomeia 176 aprovados no concurso da Politec,2
28/03/2014,10h:50,2014,março,Folhamax,Governo do Estado nomeia candidatos aprovados no concurso público da Politec,2
31/03/2014,13h:22,2014,março,Folhamax,Emissão de RG será suspensa na Assembleia Legislativa,0
08/04/2014,14h:45,2014,abril,Gazeta Digital,Politec inicia identificação dos corpos,2
15/04/2014,15:31:00,2014,abril,Só Notícias,Sinop: perícia acredita que homem pode ter sido morto enquanto dormia,2
16/04/2014,08:45:00,2014,abril,Reporter MT,Morte de empresária ocorrida há mais de 2 meses ainda está \'refém\' de laudo da Politec,0
23/04/2014,07:23:00,2014,abril,Só Notícias,Alta Floresta: Politec prevê 40 dias para resolver falta de legista,0
29/04/2014,16h:40,2014,abril,Folhamax,IML demora 13 horas para recolher corpo em abrigo,0
05/05/2014,17h:19,2014,maio,Folhamax,Politec normatiza Plano de Ação para identificação de vítimas de desastres em massa,2
16/05/2014,12h:31,2014,maio,Folhamax,Parceria Unemat e Politec garante peças para laboratório de Medicina,2
16/05/2014,15h:00,2014,maio,Folhamax,Gestores da Politec definem metas para 2015 durantes ofinica do Gespública,2
21/05/2014,18:53:00,2014,maio,Só Notícias,Município de MT ganha delegado regional e prédio para Delegacia e Politec,2
21/05/2014,18h:27,2014,maio,Folhamax,Confresa ganha delegado regional e prédio para Delegacia e Politec,2
27/05/2014,09:44:00,2014,maio,Reporter MT,Incêndio destrói 92 box de vendas do Shopping China em Cuiabá; Politec investiga caso,2
04/06/2014,17:15:00,2014,junho,Midia News,Politec se prepara para ação em grandes tragédias,2
04/06/2014,18h:21,2014,junho,Folhamax,Politec se prepara para ação em grandes tragédias,2
05/06/2014,07:47:00,2014,junho,Midia News,Politec se prepara para ação em grandes tragédias,2
14/06/2014,19:58:00,2014,junho,Só Notícias,Cuiabá: laudo descarta que turista americana tenha sido estuprada,2
14/06/2014,06h:26,2014,junho,Folhamax,Politec aumenta efetivo para atender ocorrências durante a Copa do Mundo em Cuiabá,2
14/06/2014,18h:02,2014,junho,Folhamax,Laudo aponta que americana não foi violentada sexualmente,2
14/06/2014,18h:52,2014,junho,Gazeta Digital,Laudo de exame mostra que turista americana não foi estuprada,2
09/07/2014,12:30:00,2014,julho,Midia News,Savi viabiliza sede própria da Politec de Várzea Grande,2
23/07/2014,11:06:00,2014,julho,Reporter MT,Politec termina laudo de necropsia; ex-secretário levou três tiros,2
19/08/2014,19h:08,2014,agosto,Gazeta Digital,"Falha de empresa causou acidente e morte de operário, aponta laudo",2
20/08/2014,09:39:00,2014,agosto,Só Notícias,Politec conta com avançado método de identificação genética,2
20/08/2014,08h:27,2014,agosto,Folhamax,Politec conta com avançado método de identificação genética,2
29/08/2014,17h:41,2014,agosto,Folhamax,Médico Legista da Politec e doutor em Ciências lançam Atlas de Medicina Legal,2
01/09/2014,18h:40,2014,setembro,Gazeta Digital,Politec não tem prazo para esclarecer morte de garoto,0
01/09/2014,21h:44,2014,setembro,Folhamax,Politec não tem prazo para esclarecer morte de garoto,0
09/09/2014,15:15:00,2014,setembro,Só Notícias,Perícia não consegue constatar causa da morte de pedreiro no Nortão,0
11/09/2014,15h:59,2014,setembro,Folhamax,Politec de Barra do Garças participa de projeto que visa reinserção social de reeducandos,2
15/09/2014,19h:20,2014,setembro,Folhamax,2ª edição do Manual de Perícias em acidentes de trânsito será lançada em novembro,2
24/09/2014,18h:35,2014,setembro,Folhamax,Unidade móvel da Politec viabiliza acesso à cidadania com a emissão de identidades,2
06/10/2014,19h:17,2014,outubro,Folhamax,Velório atrasa depoimentos e investigação de mortes trava,0
09/10/2014,17:19:00,2014,outubro,Midia News,Politec orienta população sobre emissão de identidades,2
09/10/2014,17:39:00,2014,outubro,Só Notícias,Pedido de urgência do documento de identidade pode gerar atrasos,0
09/10/2014,17h:36,2014,outubro,Folhamax,Politec orienta população sobre emissão de identidades,2
15/10/2014,13h:42,2014,outubro,Folhamax,"Laudo sobre princípio de incêndio em prédio deve sair em 10 dias, diz Politec",2
15/10/2014,14h:00,2014,outubro,Gazeta Digital,Laudo pericial deve sair daqui a 10 dias,2
16/10/2014,08:50:00,2014,outubro,Reporter MT,Laudos da Politec saem em 8 dias e suspeito pode ser indiciado,2
21/10/2014,21:29:00,2014,outubro,Só Notícias,Politec suspende concessão de prioridades em Mato Grosso,0
22/10/2014,05h:39,2014,outubro,Folhamax,Politec suspende concessão de prioridades na emissão de identidades sem justificativa,0
23/10/2014,21:57:00,2014,outubro,Só Notícias,Deputado cobra médicos legistas para o Nortão,0
01/11/2014,08h:09,2014,novembro,Folhamax,Politec da início ao treinamento para os novos peritos nesta segunda,2
02/11/2014,09:02:00,2014,novembro,Midia News,Politec começa treinamento inicial para novos peritos,2
04/11/2014,17:26:00,2014,novembro,Só Notícias,Diretor afirma que novos peritos são ‘oxigênio’ para Politec em MT,2
04/11/2014,16h:05,2014,novembro,Folhamax,Novos peritos da Politec participam do Programa de Controle Disciplinar,2
04/11/2014,17h:22,2014,novembro,Folhamax,Diretor da Politec afirma que novos peritos são oxigênio para instituição,2
05/11/2014,11:45:00,2014,novembro,Midia News,Novos peritos da Politec participam do Programa de Controle Disciplinar,2
07/11/2014,19:11:00,2014,novembro,Só Notícias,Unidade da Politec está sendo instalada em Guarantã do Norte,2
10/11/2014,16:03:00,2014,novembro,Reporter MT,Politec deve concluir laudo sobre incêndio no Sunset esta semana,2
12/11/2014,06:00:00,2014,novembro,Reporter MT,"Morte de empresária continua sem solução; inqulino chegou de ser preso, mas foi solto por falta de laudo",0
24/11/2014,10:20:00,2014,novembro,Reporter MT,Perícia detecta fio de descarga elétrica de poste que matou égua da PM,2
28/11/2014,16h:09,2014,novembro,Folhamax,Politec conclui Plano Estratégico e define metas para os próximos seis anos,2
01/12/2014,23h:30,2014,dezembro,Folhamax,Legista da Politec fala sobre a importância do laudo de necrópsia para resolução de crimes,2
02/12/2014,22:30:00,2014,dezembro,Só Notícias,Homem é encontrado morto em Sorriso; perícia aponta três tiros,2
03/12/2014,15:17:00,2014,dezembro,Só Notícias,Sorriso: Polícia Civil e Politec aguardam familiares para identificar homem assassinado,2
05/12/2014,16h:58,2014,dezembro,Folhamax,Gestores da Politec participam de Reunião Gerencial e apresentam balanço dos últimos três anos,2
17/12/2014,14:40:00,2014,dezembro,Só Notícias,Polícia e perícia apontam que empresário morreu afogado em lago no Estado,2
17/12/2014,15h:02,2014,dezembro,Folhamax,Laudo revela que empresário usou bebidas e drogas antes de morrer,2
17/12/2014,15h:10,2014,dezembro,Gazeta Digital,"Empresário morreu afogado, diz perícia",2
21/12/2014,11:40:00,2014,dezembro,Reporter MT,MPE aguarda laudo técnico para denunciar motorista; Politec vai concluir em 2015,0
30/12/2014,16:28:00,2014,dezembro,Reporter MT,Delegado é escolhido para presidir Detran; diretor da Politec é mantido,2
04/01/2015,09:26:00,2015,janeiro,Reporter MT,Laudo sobre incêndio em edifício nobre de Cuiabá se 'arrasta' na Politec,0
12/01/2015,15:16:00,2015,janeiro,Reporter MT,Agentes descobrem túnel em cela do Raio 1 do Pascoal Ramos; Politec deve medir túnel,2
12/01/2015,17:41:00,2015,janeiro,Midia News,Politec libera na sexta laudo com causas de incêndio,2
13/01/2015,07:00:00,2015,janeiro,Reporter MT,Laudo que irá apontar causas da tragédia no viaduto da MT -040 fica pronto nesta semana,2
13/01/2015,17:04:00,2015,janeiro,Só Notícias,Sinop: laudo aponta que feto encontrado na rua tinha 21 semanas mas não ajuda a esclarecer caso,0
13/01/2015,18h:43,2015,janeiro,Folhamax,Politec revela erro em projeto de prédio,2
15/01/2015,17h:38,2015,janeiro,Gazeta Digital,"Após três meses, laudo pericial é entregue",0
15/01/2015,18h:26,2015,janeiro,Folhamax,Laudo sobre incêndio será entregue nesta sexta-feira,2
16/01/2015,09:20:00,2015,janeiro,Reporter MT,"Três meses depois, Politec termina laudo que aponta causas de incêndio; falha na fiação foi a causa",2
16/01/2015,11h:32,2015,janeiro,Folhamax,Perícia culpa Plaenge por usar material inflamável em obra de prédio em Cuiabá,2
22/01/2015,16h:26,2015,janeiro,Folhamax,Oficina orienta servidores da Politec sobre elaboração de projetos,2
22/01/2015,19h:10,2015,janeiro,Folhamax,Politec avança na avaliação nacional do Gespública,2
23/01/2015,08h:08,2015,janeiro,Folhamax,Politec avança na avaliação nacional do Gespública,2
02/02/2015,11h:31,2015,fevereiro,Folhamax,Politec institui Procedimento Operacional Padrão para a realização de perícias criminais,2
06/02/2015,12h:53,2015,fevereiro,Folhamax,Qualidade na prestação de serviços é o foco de gestão da Politec,2
18/02/2015,15h:45,2015,fevereiro,Gazeta Digital,Juiz cobra da Politec laudo de DNA envolvendo morte de historiador,0
18/02/2015,18h:20,2015,fevereiro,Folhamax,Juiz cobra da Politec laudo de DNA envolvendo morte de historiador,0
26/02/2015,15:52:00,2015,fevereiro,Só Notícias,Valendorf assume Coordenação Regional da Politec de Sinop,2
02/03/2015,18:13:00,2015,março,Só Notícias,Exame pericial em MT identifica droga de uso desconhecido no Brasil,2
02/03/2015,17h:40,2015,março,Gazeta Digital,Homologado o laudo que descarta problema mental e processo segue,2
03/03/2015,08h:39,2015,março,Folhamax,Laudo descarta problema mental e pizzaiollo enfrentará juri,2
04/03/2015,23h:42,2015,março,Folhamax,Deputado pede instalação de Politec e Corpo de Bombeiros para o Vale do Jauru,2
06/03/2015,10h:05,2015,março,Folhamax,Mulheres na perícia contribuem para humanização do atendimento às ocorrências,2
07/03/2015,11:46:00,2015,março,Só Notícias,Mulheres na perícia contribuem para humanização em ocorrências no Estado,2
09/03/2015,19h:24,2015,março,Folhamax,Politec realiza atendimento domiciliar a enfermos e hospitalizados que precisam de RG,2
10/03/2015,08:24:00,2015,março,Midia News,Politec oferece atendimento domiciliar a enfermos,2
17/03/2015,08:53:00,2015,março,Reporter MT,Laudo sobre explosão na Assembleia Legislativa fica pronto em 10 dias,2
18/03/2015,17:07:00,2015,março,Só Notícias,Politec confirma que 4 mortos em ônibus que iria para Nortão serão identificados por DNA,2
18/03/2015,14h:00,2015,março,Folhamax,Moradores denunciam atraso na reforma de prédio em Cuiabá,0
19/03/2015,17:20:00,2015,março,Reporter MT,IML identifica corpo de motorista de ônibus que explodiu ao bater em carreta,2
20/03/2015,18h:00,2015,março,Folhamax,Tecnologia em perícia permitiu identificar veículo envolvido em atropelamento,2
21/03/2015,07:55:00,2015,março,Só Notícias,Tecnologia permite identificar veículo envolvido em atropelamento no MT,2
24/03/2015,23h:59,2015,março,Folhamax,"Máquina em gás inflamável gerou explosão na AL, diz laudo",2
25/03/2015,11:27:00,2015,março,Só Notícias,"Atrito entre máquina e solvente causou explosão, diz perícia",2
26/03/2015,15:30:00,2015,março,Midia News,Politec atende 22 ribeirinhos às margens do Rio Paraguai,2
26/03/2015,15h:56,2015,março,Folhamax,Politec atende 22 ribeirinhos às margens do Rio Paraguai,2
27/03/2015,07:17:00,2015,março,Só Notícias,IML identifica 4 mortos no acidente com ônibus que iria ao Nortão e pegou fogo,2
27/03/2015,11:37:00,2015,março,Reporter MT,Politec identifica as cinco vítimas de acidente de ônibus e carreta,2
27/03/2015,12h:33,2015,março,Folhamax,Corpos carbonizados em acidente são identificados na Politec de Cuiabá,2
30/03/2015,16h:05,2015,março,Folhamax,Justiça determina perícia para apurar dano estrutural em prédio de luxo,0
31/03/2015,17:03:00,2015,março,Reporter MT,Juíza manda periciar apartamento em prédio que pegou fogo; obra é da Plaenge,0
06/04/2015,07:10:00,2015,abril,Só Notícias,Sorriso: perícia analisa se manchas e moto seriam sangue de segurança assassinado,2
06/04/2015,20:56:00,2015,abril,Só Notícias,Laudo vai apontar se veículo se envolveu em acidente que matou professora em Rondonópolis,2
08/04/2015,07:04:00,2015,abril,Só Notícias,Nortão: delegado aguarda resultado de perícia em caso de menino desaparecido há 78 dias,0
08/04/2015,14h:48,2015,abril,Folhamax,Compromissos assumidos pela Politec são implantados,2
11/04/2015,13h:27,2015,abril,Folhamax,Novas ações da Politec buscam fortalecer a persecução penal de MT,2
15/04/2015,07:55:00,2015,abril,Só Notícias,Nortão: perícia confirma 5 tiros no corpo de mecânico encontrado em fazenda,2
23/04/2015,08:00:00,2015,abril,Reporter MT,Politec finaliza laudo em suposto carro de maníaco em 15 dias; investigações continuam,2
12/05/2015,00h:15,2015,maio,Folhamax,CGE apoia instalação da Central de Atendimento da Politec,2
18/05/2015,10:08:00,2015,maio,Só Notícias,Sistema de laudos digitais é implantado em cidade mato-grossense,2
18/05/2015,01h:34,2015,maio,Folhamax,Sistema de laudos digitais é implantado no interior do Estado,2
18/05/2015,10h:06,2015,maio,Folhamax,Sistema de laudos digitais é implantado no interior do Estado,2
20/05/2015,14:45:00,2015,maio,Só Notícias,Coordenador da Politec Sinop aponta que tiro atravessou órgãos vitais de policial federal,2
26/05/2015,15:39:00,2015,maio,Só Notícias,Serviço de verificação de óbito é cobrado por coordenador da Politec Sinop,0
01/06/2015,10h:21,2015,junho,Folhamax,Ampliação do Sistema Politec Online segue pelo interior do Estado,2
03/06/2015,18:11:00,2015,junho,Só Notícias,Perito criminal de MT faz parte de projeto desenvolvido pelo governo federal,2
03/06/2015,17h:41,2015,junho,Folhamax,Perito de MT integra comissão de projeto desenvolvido pelo Governo Federal,2
05/06/2015,07:30:00,2015,junho,Reporter MT,Delegado aguarda laudo que deve apontar se caminhonete tem sangue de fazendeiro,0
18/06/2015,15:19:00,2015,junho,Só Notícias,Sinop: perícia aponta dificuldade em saber causa da morte de jovem que estava desaparecido,0
23/06/2015,20h:33,2015,junho,Folhamax,Politec recebe prêmio por trabalho científico em computação forense,2
30/06/2015,17:37:00,2015,junho,Só Notícias,Sinop: perícia confirma que sangue encontrado em caminhonete é de pecuarista desaparecido,2
01/07/2015,16:47:00,2015,julho,Midia News,Politec emite documentos de identidade para adolescentes do Socioeducativo,2
01/07/2015,18:00:00,2015,julho,Reporter MT,Laudo confirma que sangue encontrado em Hilux é de fazendeiro desaparecido,2
01/07/2015,09h:50,2015,julho,Folhamax,Politec emite documentos de identidade para adolescentes do Socioeducativo,2
01/07/2015,15h:27,2015,julho,Folhamax,Laudo aponta que sangue em carro é de fazendeiro desaparecido em MT,2
